Date,User,Rig #,File,Pilot,Pilot Details,cell type,Slice on rig time,Time,Time to Entire-Cell,Region,Layer,Depth (um),Slice (Lims ID?),Slice health,Cell Health,Slice notes,extraction pressure applied (mbar),retraction pressure applied (mbar),Post patch?,Post patch pipette R,Nucleus sucked in?,Notes,Time spent extracting cytosol,Time spent retracting pipette,patch duration,Pipette size (MOhm),Ephys notes,aCSF date,Internal version,Biocytin,Tube_ID,Well ID #,Lims tube id,Lims tube id,Smarter_ID,Picogreen conc. (pg/uL),Picogreen yield (pg),BA total conc. (pg/uL),BA total yield (pg),BA conc. <400 (pg/uL),BA conc. >400 (pg/uL),Ratio >400/total,SM_QC,PCR cycles,>400 normalized to 21 pcr cycles,SM_QC_PF,Batch,Resolution index,Cluster,Genes detected,Biocytin Well,Barcode,Atlas Region,distance to edge,Plate,20x status,20x LIMS link,,63x go no go,63x QC
180104,P8,4,Crh-IRES-Cre_ZJH;Sst-IRES-FlpO;Ai65-366034.04.02.01,None,,Cre+,13:26,13:34,1,VISp,layer 5,49.4,Crh-IRES-Cre_ZJH;Sst-IRES-FlpO;Ai65-366034.04.02,3,3,,-20,-20,nucleus_absent,600,no,"Cell Disappeared, No Bubbles,",0.766666667,3.15,11.05,5.2,,20180103,AiV2-50uM alexa 488,0.5,351,EPhys_180102_01_B03_M,P8S4_180104_351_A01,P8S4_180104_351_A01,,,,,,0,0,,,21,0,,RSC-139,0.672466,n90,5216,BIOCYTIN_180109_01_B03,500000000,,,,qc,http://lims2/focal_plane_image_series?id=657483406,,,
180105,PA,7,Pdyn-T2A-CreERT2;Ai14-366661.05.02.01,Tissue_Touch,,None,13:10,13:26,1.733333333,VISp,5,47.3,Pdyn-T2A-CreERT2;Ai14-366661.05.02,3,3,,0,0,nucleus_absent,15,no,No Bubbles Tissue Touch Control,4.916666667,1.133333333,5.966666667,5.1,,20180104,AiV2-50uM alexa 488,0.5,451,EPhys_180102_01_B04_M,PAS4_180105_451_A01,PAS4_180105_451_A01,,,,,,0,0,,,21,0,,RSC-139,0,n3,1292,BIOCYTIN_180109_01_B04,500000000,,,,qc,http://lims2/focal_plane_image_series?id=657483426,,,
180108,P9,6,Nos1-CreERT2;Ai14-367206.04.01.01,None,,Cre+,10:19,10:26,1.066666667,VISp,3-Feb,63.7,Nos1-CreERT2;Ai14-367206.04.01,3,3,,-18.7,-18.7,nucleus_absent,700,no,"Cell Dimmed,Cell Swelled No Bubbles,Solution in Pipette Shank Alexa fill visible
 
 Outside-Out",0.533333333,2.35,11.26666667,5.1,Patch Became Leaky,20180105,AiV2-50uM alexa 488,0.5,401,EPhys_180108_01_A01_M,P9S4_180108_401_A01,P9S4_180108_401_A01,,,,,,0,0,,,21,0,,RSC-139,0.467257,n88,5901,BIOCYTIN_180116_01_A01,500000000,,,,qc,http://lims2/focal_plane_image_series?id=657959438,,63x go,ready_for_dendrite_trace
180108,P9,6,Nos1-CreERT2;Ai14-367206.04.01.02,None,,Cre+,10:19,10:52,1.133333333,VISp,3-Feb,58.4,Nos1-CreERT2;Ai14-367206.04.01,2,3,,-18.5,-18.5,nucleus_present,1600,no,"Cell Dimmed No Bubbles Alexa fill visible
 
 Nucleated",0.483333333,2.066666667,11.46666667,4.8,Patch Became Leaky,20180105,AiV2-50uM alexa 488,0.5,402,,P9S4_180108_402_A01,P9S4_180108_402_A01,,,,,,0,0,,,21,0,,RSC-139,0.434669,n59,4620,BIOCYTIN_180116_01_A01,500000000,,,,qc,http://lims2/focal_plane_image_series?id=657959438,,,
180108,P9,6,Chrna2-Cre_OE25;Ai14-367169.03.01.01,None,,Cre+,13:44,13:51,1.2,VISp,6a,62.6,Chrna2-Cre_OE25;Ai14-367169.03.01,3,2,,-19,-19,nucleus_present,2000,no,"Cell Dimmed No Bubbles Alexa fill visible
 
 Nucleated - a lot of excess tissue around pipette tip and nucleus",0.466666667,2.033333333,11.06666667,5.4,Patch Became Leaky,20180105,AiV2-50uM alexa 488,0.5,403,EPhys_180108_01_A06_M,P9S4_180108_403_A01,P9S4_180108_403_A01,,,,,,0,0,,,21,0,,RSC-139,0.914409,n31,8319,BIOCYTIN_180116_01_A06,400000000,,,,qc,http://lims2/focal_plane_image_series?id=657959723,,63x no go,
180108,P9,6,Chrna2-Cre_OE25;Ai14-367169.03.01.02,None,,Cre+,13:44,14:21,1.166666667,VISp,3-Feb,58.7,Chrna2-Cre_OE25;Ai14-367169.03.01,3,3,,-19.5,-19.5,nucleus_absent,800,no,"No Bubbles,Solution in Pipette Shank Alexa fill visible
 
 Outside-Out",0.583333333,3.8,12.83333333,5.8,,20180105,AiV2-50uM alexa 488,0.5,404,,P9S4_180108_404_A01,P9S4_180108_404_A01,,,,,,0,0,,,21,0,,RSC-139,0.542001,n5,4313,BIOCYTIN_180116_01_A06,400000000,,,,qc,http://lims2/focal_plane_image_series?id=657959723,,,
180108,P9,6,Chrna2-Cre_OE25;Ai14-367169.05.02.01,None,,Cre+,14:58,15:06,1.066666667,VISp,6b,47,Chrna2-Cre_OE25;Ai14-367169.05.02,3,2,,-18.7,-18.7,nucleus_present,2000,no,"Cell Dimmed Small Bubbles,Solution in Pipette Shank Alexa fill slightly visible
 
 Nucleated",0.416666667,1.85,10.56666667,4.4,cell died after ramps but was able to get nucleus out,20180105,AiV2-50uM alexa 488,0.5,405,EPhys_180108_01_B04_M,P9S4_180108_405_A01,P9S4_180108_405_A01,,,,,,0,0,,,21,0,,RSC-139,1,Pvalb Th Sst,7128,BIOCYTIN_180116_01_B04,400000000,,,,qc,http://lims2/focal_plane_image_series?id=657959848,,63x no go,
180108,P9,6,Chrna2-Cre_OE25;Ai14-367169.05.02.02,None,,Cre+,14:58,15:29,1.8,VISp,1,40.8,Chrna2-Cre_OE25;Ai14-367169.05.02,2,2,,-19,-19,nucleus_absent,30,no,"Cell Dimmed No Bubbles Alexa fill not visible
 
 No Seal",0.55,1.333333333,12.65,4.2,"Patch Became Leaky,Access Resistance Increased",20180105,AiV2-50uM alexa 488,0.5,406,,P9S4_180108_406_A01,P9S4_180108_406_A01,,,,,,0,0,,,21,0,,RSC-139,0.721067,n79,6095,BIOCYTIN_180116_01_B04,400000000,,,,qc,http://lims2/focal_plane_image_series?id=657959848,,,
180108,P2,3,Nos1-CreERT2;Ai14-367206.03.01.01,None,,Cre+,10:16,10:36,1.966666667,VISp,3-Feb,49.8,Nos1-CreERT2;Ai14-367206.03.01,3,3,,-25,-25,nucleus_absent,10,no,Cell Swelled Small Bubbles obtained gigaohm seal but then lost seal post sweep.,0.55,2.616666667,16.16666667,5,,20180105,AiV2-50uM alexa 488,0.5,51,EPhys_180108_01_A02_M,P2S4_180108_051_A01,P2S4_180108_051_A01,,,,,,0,0,,,21,0,,RSC-139,0.434669,n59,3247,BIOCYTIN_180116_01_A02,500000000,,,,qc,http://lims2/focal_plane_image_series?id=657959457,,,
180108,P2,3,Vipr2-IRES2-Cre;Pvalb-T2A-FlpO;Ai65-367940.03.01.01,None,,Cre+,13:39,14:04,2.266666667,VISp,3-Feb,69.2,Vipr2-IRES2-Cre;Pvalb-T2A-FlpO;Ai65-367940.03.01,3,3,could only find one fluorescent cell in slice,-30,-30,nucleus_present,1000,intentionally,Fluorescence in Pipette Large Bubbles,0.75,2.633333333,19.46666667,4.6,,20180105,AiV2-50uM alexa 488,0.5,52,EPhys_180108_01_A04_M,P2S4_180108_052_A01,P2S4_180108_052_A01,,,,,,0,0,,,21,0,,RSC-139,0.434669,n59,5692,BIOCYTIN_180116_01_A04,500000000,,,,qc,http://lims2/focal_plane_image_series?id=657959571,,,
180108,P2,3,Chrna2-Cre_OE25;Ai14-367169.04.01.01,None,,Cre+,14:40,14:54,1.533333333,VISp,4,58.3,Chrna2-Cre_OE25;Ai14-367169.04.01,3,3,,-20,-20,nucleus_present,10,not_intentionally,Fluorescence in Pipette Small Bubbles,0.633333333,1.95,23.05,4.8,,20180105,AiV2-50uM alexa 488,0.5,53,EPhys_180108_01_B05_M,P2S4_180108_053_A01,P2S4_180108_053_A01,,,,,,0,0,,,21,0,,RSC-139,0.542001,n5,2776,BIOCYTIN_180116_01_B05,400000000,,,,qc,http://lims2/focal_plane_image_series?id=657959871,,,
180108,P2,3,Chrna2-Cre_OE25;Ai14-367169.04.01.02,None,,Cre+,14:40,15:33,1.35,VISp,4,32.6,Chrna2-Cre_OE25;Ai14-367169.04.01,3,3,,-25,-25,nucleus_present,1000,intentionally,Fluorescence in Pipette No Bubbles,0.65,1.766666667,16.55,5.6,,20180105,AiV2-50uM alexa 488,0.5,54,,P2S4_180108_054_A01,P2S4_180108_054_A01,,,,,,0,0,,,21,0,,RSC-139,0.604422,n6,5757,BIOCYTIN_180116_01_B05,400000000,,,,qc,http://lims2/focal_plane_image_series?id=657959871,,63x go,qc
180108,P2,3,Chat-IRES-Cre-neo;Ai14-367630.03.02.01,None,,Cre+,16:05,16:22,1.683333333,VISp,4,37.5,Chat-IRES-Cre-neo;Ai14-367630.03.02,4,4,,-27,-27,nucleus_present,1000,no,Fluorescence in Pipette No Bubbles,0.9,4.066666667,19.93333333,4.8,Obtained gigaohm seal but forgot to capture sweep.,20180105,AiV2-50uM alexa 488,0.5,55,Ephys_180108_01_C03_M,P2S4_180108_055_A01,P2S4_180108_055_A01,,,,,,0,0,,,21,0,,RSC-139,0,n3,1660,BIOCYTIN_180116_01_C03,400000000,,,,processing,http://lims2/focal_plane_image_series?id=657962492,,,
180108,P2,3,Chat-IRES-Cre-neo;Ai14-367630.03.02.02,None,,Cre+,16:05,17:06,2,VISp,4,44.5,Chat-IRES-Cre-neo;Ai14-367630.03.02,3,3,,-22,-22,nucleus_absent,1000,no,Fluorescence in Pipette No Bubbles,0.433333333,2.733333333,15.96666667,4.4,,20180105,AiV2-50uM alexa 488,0.5,56,,P2S4_180108_056_A01,P2S4_180108_056_A01,,,,,,0,0,,,21,0,,RSC-139,0,n3,1320,BIOCYTIN_180116_01_C03,400000000,,,,processing,http://lims2/focal_plane_image_series?id=657962492,,,
180108,PA,7,Nos1-CreERT2;Ai14-367206.05.02.01,None,,Cre+,10:05,10:33,3.233333333,VISp,5,45.4,Nos1-CreERT2;Ai14-367206.05.02,3,3,,-40,-40,nucleus_present,1500,no,"Fluorescence in Pipette,Cell Dimmed,Cell Swelled No Bubbles Nucleated, saw the nucleus after extraction and at the start of retraction.",2.35,3.35,11.16666667,6,"Patch/Cell Unstable,Ended After C1",20180105,AiV2-50uM alexa 488,0.5,451,EPhys_180108_01_A03_M,PAS4_180108_451_A01,PAS4_180108_451_A01,,,,,,0,0,,,21,0,,RSC-139,0.467257,n88,5355,BIOCYTIN_180116_01_A03,500000000,,,,qc,http://lims2/focal_plane_image_series?id=657959502,,63x go,ready_for_dendrite_trace
180108,PA,7,Nos1-CreERT2;Ai14-367206.05.02.02,None,,Cre+,10:05,11:02,3.416666667,VISp,3-Feb,52,Nos1-CreERT2;Ai14-367206.05.02,2,3,,-40,-40,nucleus_present,2000,no,"Fluorescence in Pipette,Cell Dimmed,Cell Swelled,Too Deep Small Bubbles Nucleated, not able to see the nucleus until end of retraction.",1.866666667,3.316666667,10.85,5.4,"Patch/Cell Unstable,Ended After C1,'Wave of Death' 1",20180105,AiV2-50uM alexa 488,0.5,452,,PAS4_180108_452_A01,PAS4_180108_452_A01,A8S4_180112_06_A01,1564,18771,1112.8,13353.6,422.864,689.936,62%,Pass,21,689.936,pass,RSC-140,1,Pvalb Tpbg,7053,BIOCYTIN_180116_01_A03,500000000,,,,qc,http://lims2/focal_plane_image_series?id=657959502,,63x go,ready_for_dendrite_trace
180108,PA,7,Vipr2-IRES2-Cre;Pvalb-T2A-FlpO;Ai65-367940.04.01.01,None,,Cre+,13:57,14:15,3.216666667,VISp,3-Feb,65.4,Vipr2-IRES2-Cre;Pvalb-T2A-FlpO;Ai65-367940.04.02,2,2,,-40,-40,nucleus_present,1500,no,"Fluorescence in Pipette,Cell Dimmed,Cell Swelled,Too Deep No Bubbles Nucleated but unable to see nucleus until end of retraction.",2.083333333,2.466666667,10.15,4.7,"Patch/Cell Unstable,Cell Depolarized,Rheobase Changed,Ended After C1",20180105,AiV2-50uM alexa 488,0.5,453,EPhys_180108_01_A05_M,PAS4_180108_453_A01,PAS4_180108_453_A01,A8S4_180112_06_B01,1125,13505,708.2,8498.4,361.182,347.018,49%,Pass,21,347.018,pass,RSC-140,0.879146,n112,4988,BIOCYTIN_180116_01_A05,500000000,,,,qc,http://lims2/focal_plane_image_series?id=657959703,,63x no go,
180108,PA,7,Chat-IRES-Cre-neo;Ai14-367630.05.02.01,None,,Cre+,15:25,15:51,4.65,VISp,3-Feb,22.9,Chat-IRES-Cre-neo;Ai14-367630.05.02,3,2,,-37,-37,nucleus_present,5.9,not_intentionally,"Cell Dimmed,Cell Swelled Small Bubbles Partial nucleated",0.983333333,2.166666667,10.43333333,4,"Patch/Cell Unstable,Rheobase Changed,Ended After C1,'Wave of Death' 2",20180105,AiV2-50uM alexa 488,0.5,454,EPhys_180108_01_B06_M,PAS4_180108_454_A01,PAS4_180108_454_A01,A8S4_180112_06_C01,1251,15006,961.6,11539.2,326.944,634.656,66%,Pass,21,634.656,pass,RSC-140,1,Vip Ptprt Pkp2,6904,BIOCYTIN_180116_01_B06,400000000,,,,qc,http://lims2/focal_plane_image_series?id=657959905,,63x no go,
180108,P8,4,Chrna2-Cre_OE25;Ai14-367169.04.02.01,None,,Cre+,13:45,13:53,0.933333333,VISp,5,47.2,Chrna2-Cre_OE25;Ai14-367169.04.02,2,2,,-20,-20,nucleus_absent,1000,no,Fluorescence in Pipette No Bubbles,0.95,2.316666667,10.06666667,4.9,Cell Hyperpolarized,20180105,AiV2-50uM alexa 488,0.5,351,EPhys_180108_01_B01_M,P8S4_180108_351_A01,P8S4_180108_351_A01,,,,,,0,0,,,21,0,,RSC-139,0.434669,n59,2187,BIOCYTIN_180116_01_B01,400000000,,,,processing,http://lims2/focal_plane_image_series?id=657959752,,,
180108,P8,4,Chrna2-Cre_OE25;Ai14-367169.04.02.02,None,,Cre+,13:45,14:20,0.716666667,VISp,5,56,Chrna2-Cre_OE25;Ai14-367169.04.02,2,2,,-20,-20,nucleus_absent,1000,no,Fluorescence in Pipette No Bubbles,0.95,2.6,9.3,4.5,Access Resistance Increased,20180105,AiV2-50uM alexa 488,0.5,352,,P8S4_180108_352_A01,P8S4_180108_352_A01,,,,,,0,0,,,21,0,,RSC-139,0.29108,n4,3076,BIOCYTIN_180116_01_B01,400000000,,,,processing,http://lims2/focal_plane_image_series?id=657959752,,,
180108,P8,4,Vipr2-IRES2-Cre;Pvalb-T2A-FlpO;Ai65-367940.02.02.01,None,,Cre+,14:53,15:01,1.433333333,VISp,5,60.5,Vipr2-IRES2-Cre;Pvalb-T2A-FlpO;Ai65-367940.02.02,2,3,,-30,-30,nucleus_present,1000,no,Fluorescence in Pipette No Bubbles fill visible,0.883333333,3.05,12.85,5.7,,20180105,AiV2-50uM alexa 488,0.5,353,EPhys_180108_01_B02_M,P8S4_180108_353_A01,P8S4_180108_353_A01,,,,,,0,0,,,21,0,,RSC-139,1,Pvalb Vipr2,6252,BIOCYTIN_180116_01_B02,400000000,,,,qc,http://lims2/focal_plane_image_series?id=657959788,,63x go,deferred
180108,P8,4,Chrna2-Cre_OE25;Ai14-367169.03.02.01,None,,Cre+,15:48,15:55,1.3,VISp,5,58,Chrna2-Cre_OE25;Ai14-367169.03.02,3,3,,-30,-30,nucleus_present,1000,no,"Fluorescence in Pipette,Cell Dimmed,Cell Shrunk No Bubbles fill visible",1.266666667,3.633333333,12.1,5.3,,20180105,AiV2-50uM alexa 488,0.5,354,EPhys_180108_01_C01_M,P8S4_180108_354_A01,P8S4_180108_354_A01,,,,,,0,0,,,21,0,,RSC-139,0.580975,n89,3090,BIOCYTIN_180116_01_C01,400000000,,,,qc,http://lims2/focal_plane_image_series?id=657959929,,,
180108,PB,2,Chrna2-Cre_OE25;Ai14-367169.05.01.01,None,,Cre+,14:56,15:03,2.666666667,VISp,4,71.2,Chrna2-Cre_OE25;Ai14-367169.05.01,4,2,,-30,-20,nucleus_absent,250,not_intentionally,,0.866666667,0,15.08333333,3.5,,20180105,AiV2-50uM alexa 488,0.5,501,Ephys_180108_01_B04_M,PBS4_180108_501_A01,PBS4_180108_501_A01,A8S4_180112_06_D01,1047,12568,458.7,5504.4,307.329,151.371,33%,Pass,21,151.371,pass,RSC-140,0.604422,n6,4469,BIOCYTIN_180116_01_B03,400000000,,,,qc,http://lims2/focal_plane_image_series?id=657959813,,,
180108,PB,2,Chat-IRES-Cre-neo;Ai14-367630.04.01.01,None,,Cre+,16:12,16:17,0.783333333,VISp,3-Feb,68.3,Chat-IRES-Cre-neo;Ai14-367630.04.01,3,4,,-25,-25,nucleus_absent,200,no,Cell Dimmed,0.883333333,0,10.43333333,3.5,,20180105,,0.5,502,Ephys_180108_01_C02_M,PBS4_180108_502_A01,PBS4_180108_502_A01,A8S4_180112_06_E01,1273,15272,533.8,6405.6,368.322,165.478,31%,Fail,21,165.478,fail,RSC-140,0.548225,n60,7192,BIOCYTIN_180116_01_C02,400000000,,,,processing,http://lims2/focal_plane_image_series?id=657961813,,,
180109,P2,3,Chat-IRES-Cre-neo;Ai14-367631.04.01.01,None,,Cre+,10:39,10:58,1.733333333,VISp,3-Feb,25,Chat-IRES-Cre-neo;Ai14-367631.04.01,4,3,,-30,-30,nucleus_present,10,intentionally,Fluorescence in Pipette Medium Bubbles Alexa fill visible post experiment.,0.683333333,2.383333333,16.03333333,5.4,,20180108,AiV2-50uM alexa 488,0.5,51,EPhys_180108_01_C06_M,P2S4_180109_051_A01,P2S4_180109_051_A01,A8S4_180112_06_F01,889,10664,709.5,8514,255.42,454.08,64%,Pass,21,454.08,pass,RSC-140,0.898197,n74,5094,BIOCYTIN_180116_01_C06,400000000,,,,qc,http://lims2/focal_plane_image_series?id=657963982,,63x go,image_qc_passed
180109,P2,3,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO;Ai65-367714.04.01.01,None,,Cre+,13:38,13:57,1.75,VISp,5,67.8,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO;Ai65-367714.04.01,4,4,,-25,-25,nucleus_present,1000,not_intentionally,Fluorescence in Pipette Alexa fill visible post experiment.,0.683333333,1.933333333,16.68333333,4.5,,20180108,AiV2-50uM alexa 488,0.5,52,EPhys_180108_01_D03_M,P2S4_180109_052_A01,P2S4_180109_052_A01,A8S4_180112_06_G01,725,8700,593.7,7124.4,284.976,308.724,52%,Pass,21,308.724,pass,RSC-140,0.650698,n61,4760,BIOCYTIN_180116_01_D03,539000000,,,,qc,http://lims2/focal_plane_image_series?id=657964359,,,
180109,P2,3,Nos1-CreERT2;Ai14-367205.03.02.01,None,,Cre+,16:42,17:16,2.6,VISp,1,54.1,Nos1-CreERT2;Ai14-367205.03.02,3,2,,-22,-22,nucleus_present,10,intentionally,Fluorescence in Pipette No Bubbles Alexa fill not visible post experiment.,0.466666667,1.616666667,13.55,5,,20180108,AiV2-50uM alexa 488,0.5,53,EPhys_180108_03_A03_M,P2S4_180109_053_A01,P2S4_180109_053_A01,A8S4_180112_06_H01,1341,16088,1161,13932,394.74,766.26,66%,Pass,21,766.26,pass,RSC-140,0.874432,n82,6338,BIOCYTIN_180116_03_A03,500000000,,,,qc,http://lims2/focal_plane_image_series?id=657966672,,63x no go,
