project,cell_specimen_id,link_cell_specimen,cell_specimen_name,cell_or_cluster,hemisphere,flipped,link_slice_specimen,slice_histology_well,slice_biocytin_well,slide20x_barcode ,patched_cell_container,ephys_roi_result_id,recording_date,ephys_seal_gohm,tcp_sop,ephys_qc,rna_amplification_set,rna_amplification_qc,ephys_published_at,labtracks_id,reporters,drivers,cell_reporter,structure,cortex_layer,dendrite_type,apical,pin_z_coord,nwb_ready,has_nwb_download,image_series_20x_id,image_series_20x_qc,psw_20x_annotations,layer_20x_annotations,image_series_20x_tags,link_ims_20x,check_slide,ims63x_go_no_go,ims63x_imaging_started,image_series_63x_id,image_series_63x_qc,link_ims_63x,has_morph_thumb,MorphologyThumbnail,HighResMorphologyThumbnail,has_inst_thres_thumb,has_sum_thumb,has_glif1,has_glif2,has_glif3,has_glif4,has_glif5,has_biophysical,has_active_dendrite,nwb_filename,swc_filename,marker_filename,swc_published_at,disease_state
mIVSCC-MET,717472464,http://lims2/specimens?id=717472464,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-398664.03.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Calb2-IRES-Cre%3BSst-IRES-FlpO%3BAi65-398664.03.02,EPhys_180702_03_B05_M,BIOCYTIN_180710_03_B05,,P2S4_180706_051_A01,717472024,7/6/2018 18:31,4.870125568,V1 Coronal 107,auto_failed,,,,398664,Ai65(RCFL-tdT),Calb2-IRES-Cre Sst-IRES-FlpO,positive,VISp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,717546699,http://lims2/specimens?id=717546699,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-398664.03.02.02,Cell,,flipped,http://lims2/specimens?search[name]=Calb2-IRES-Cre%3BSst-IRES-FlpO%3BAi65-398664.03.02,EPhys_180702_03_B05_M,BIOCYTIN_180710_03_B05,,P2S4_180706_052_A01,717545891,7/6/2018 19:03,1.7960256,V1 Coronal 107,auto_failed,,,,398664,Ai65(RCFL-tdT),Calb2-IRES-Cre Sst-IRES-FlpO,positive,VISp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,717604118,http://lims2/specimens?id=717604118,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-398664.03.02.03,Cell,,flipped,http://lims2/specimens?search[name]=Calb2-IRES-Cre%3BSst-IRES-FlpO%3BAi65-398664.03.02,EPhys_180702_03_B05_M,BIOCYTIN_180710_03_B05,,P2S4_180706_053_A01,717603711,7/6/2018 19:34,6.746379776,V1 Coronal 107,auto_failed,,,,398664,Ai65(RCFL-tdT),Calb2-IRES-Cre Sst-IRES-FlpO,positive,VISp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,717988688,http://lims2/specimens?id=717988688,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-398664.04.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Calb2-IRES-Cre%3BSst-IRES-FlpO%3BAi65-398664.04.01,EPhys_180702_03_B01_M,BIOCYTIN_180710_03_B01,,P1S4_180706_001_A01,717988471,22:41.9,0.15097256,V1 Coronal 107,auto_failed,,,,398664,Ai65(RCFL-tdT),Calb2-IRES-Cre Sst-IRES-FlpO,positive,VISp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,718009057,http://lims2/specimens?id=718009057,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-398664.04.01.02,Cell,,flipped,http://lims2/specimens?search[name]=Calb2-IRES-Cre%3BSst-IRES-FlpO%3BAi65-398664.04.01,EPhys_180702_03_B01_M,BIOCYTIN_180710_03_B01,,P1S4_180706_002_A01,718008882,36:03.1,0.205298832,V1 Coronal 107,auto_failed,,,,398664,Ai65(RCFL-tdT),Calb2-IRES-Cre Sst-IRES-FlpO,positive,VISp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,718016004,http://lims2/specimens?id=718016004,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-398664.04.01.03,Cell,,flipped,http://lims2/specimens?search[name]=Calb2-IRES-Cre%3BSst-IRES-FlpO%3BAi65-398664.04.01,EPhys_180702_03_B01_M,BIOCYTIN_180710_03_B01,,P1S4_180706_003_A01,718015810,57:46.7,0.297850048,V1 Coronal 107,auto_failed,,,,398664,Ai65(RCFL-tdT),Calb2-IRES-Cre Sst-IRES-FlpO,positive,VISp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,718022104,http://lims2/specimens?id=718022104,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-398664.04.01.04,Cell,,flipped,http://lims2/specimens?search[name]=Calb2-IRES-Cre%3BSst-IRES-FlpO%3BAi65-398664.04.01,EPhys_180702_03_B01_M,BIOCYTIN_180710_03_B01,,P1S4_180706_004_A01,718021901,11:14.6,0.236858416,V1 Coronal 107,auto_failed,,,,398664,Ai65(RCFL-tdT),Calb2-IRES-Cre Sst-IRES-FlpO,positive,VISp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,717346741,http://lims2/specimens?id=717346741,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-398664.04.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Calb2-IRES-Cre%3BSst-IRES-FlpO%3BAi65-398664.04.02,EPhys_180702_03_A05_M,BIOCYTIN_180710_03_A05,,PAS4_180706_451_A01,717346576,7/6/2018 16:37,2.491312896,V1 Coronal 107,auto_failed,,,,398664,Ai65(RCFL-tdT),Calb2-IRES-Cre Sst-IRES-FlpO,positive,VISp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,717409833,http://lims2/specimens?id=717409833,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-398664.04.02.02,Cell,,flipped,http://lims2/specimens?search[name]=Calb2-IRES-Cre%3BSst-IRES-FlpO%3BAi65-398664.04.02,EPhys_180702_03_A05_M,BIOCYTIN_180710_03_A05,,PAS4_180706_452_A01,717409597,7/6/2018 17:48,5.271728128,V1 Coronal 107,auto_failed,,,,398664,Ai65(RCFL-tdT),Calb2-IRES-Cre Sst-IRES-FlpO,positive,VISp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,717472907,http://lims2/specimens?id=717472907,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-398664.05.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Calb2-IRES-Cre%3BSst-IRES-FlpO%3BAi65-398664.05.01,EPhys_180702_03_B03_M,BIOCYTIN_180710_03_B03,,PAS4_180706_453_A01,717472645,7/6/2018 18:37,3.994518016,V1 Coronal 107,auto_failed,,,,398664,Ai65(RCFL-tdT),Calb2-IRES-Cre Sst-IRES-FlpO,positive,VISp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,717355259,http://lims2/specimens?id=717355259,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-398664.05.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Calb2-IRES-Cre%3BSst-IRES-FlpO%3BAi65-398664.05.02,EPhys_180702_03_A06_M,BIOCYTIN_180710_03_A06,,P8S4_180706_351_A01,717354808,7/6/2018 16:59,1.65912704,V1 Coronal 107,auto_failed,,,,398664,Ai65(RCFL-tdT),Calb2-IRES-Cre Sst-IRES-FlpO,positive,VISp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,717393031,http://lims2/specimens?id=717393031,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-398664.05.02.02,Cell,,flipped,http://lims2/specimens?search[name]=Calb2-IRES-Cre%3BSst-IRES-FlpO%3BAi65-398664.05.02,EPhys_180702_03_A06_M,BIOCYTIN_180710_03_A06,,P8S4_180706_352_A01,717392725,7/6/2018 17:34,1.818072064,V1 Coronal 107,auto_failed,,,,398664,Ai65(RCFL-tdT),Calb2-IRES-Cre Sst-IRES-FlpO,positive,VISp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,717420593,http://lims2/specimens?id=717420593,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-398664.05.02.03,Cell,,flipped,http://lims2/specimens?search[name]=Calb2-IRES-Cre%3BSst-IRES-FlpO%3BAi65-398664.05.02,EPhys_180702_03_A06_M,BIOCYTIN_180710_03_A06,,P8S4_180706_353_A01,717420146,7/6/2018 17:59,1.326243968,V1 Coronal 107,auto_failed,,,,398664,Ai65(RCFL-tdT),Calb2-IRES-Cre Sst-IRES-FlpO,positive,VISp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,654028397,http://lims2/specimens?id=654028397,Chat-IRES-Cre-neo;Ai14-364378.03.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Chat-IRES-Cre-neo%3BAi14-364378.03.01,,,,,654028297,12/20/2017 17:42,2.56145792,V1 Coronal 107,auto_failed,,,,364378,Ai14(RCL-tdT),Chat-IRES-Cre-neo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,654337478,http://lims2/specimens?id=654337478,Chat-IRES-Cre-neo;Ai14-364379.06.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Chat-IRES-Cre-neo%3BAi14-364379.06.01,EPhys_171218_01_B02_M,BIOCYTIN_180103_01_B02,500366989,PAS4_171220_451_A01,654337401,12/20/2017 22:52,6.879732736,V1 Coronal 107,auto_failed,A8S4_171222_01,passed,,364379,Ai14(RCL-tdT),Chat-IRES-Cre-neo,positive,VISp,,dendrite type - NA,apical - NA,,,,656866590,pending_ephys_qc,,,,http://lims2/focal_plane_image_series?id=656866590,,63x no go,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,654704107,http://lims2/specimens?id=654704107,Chat-IRES-Cre-neo;Ai14-364380.02.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Chat-IRES-Cre-neo%3BAi14-364380.02.02,EPhys_171218_01_C01_M,BIOCYTIN_180103_01_C01,500366327,P9S4_171221_404_A01,654704047,12/21/2017 22:16,1.657705856,V1 Coronal 107,auto_failed,A8S4_180111_06,passed,,364380,Ai14(RCL-tdT),Chat-IRES-Cre-neo,positive,VISp4,,,,2928.683634,,,656866939,pending_ephys_qc,s,,,http://lims2/focal_plane_image_series?id=656866939,,63x go,63x imaging started,667412787,image_qc_passed,http://lims2/focal_plane_image_series?id=667412787,,,,,,,,,,,,,,,,,
mIVSCC-MET,654669793,http://lims2/specimens?id=654669793,Chat-IRES-Cre-neo;Ai14-364380.05.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Chat-IRES-Cre-neo%3BAi14-364380.05.01,EPhys_171218_01_B05_M,BIOCYTIN_180103_01_B05,500367985,P9S4_171221_401_A01,654669604,12/21/2017 19:48,1.542473984,V1 Coronal 107,auto_failed,A8S4_180111_06,passed,,364380,Ai14(RCL-tdT),Chat-IRES-Cre-neo,positive,VISpm4,,,,7304.19592,,,656866667,pending_ephys_qc,s,,,http://lims2/focal_plane_image_series?id=656866667,,63x go,63x imaging started,664459245,image_qc_passed,http://lims2/focal_plane_image_series?id=664459245,,,,,,,,,,,,,,,,,
mIVSCC-MET,654705291,http://lims2/specimens?id=654705291,Chat-IRES-Cre-neo;Ai14-364380.05.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Chat-IRES-Cre-neo%3BAi14-364380.05.02,EPhys_171218_01_C02_M,BIOCYTIN_180103_01_C02,500366253,PAS4_171221_451_A01,654705173,12/21/2017 22:22,1.081986816,V1 Coronal 107,auto_failed,A8S4_180111_06,passed,,364380,Ai14(RCL-tdT),Chat-IRES-Cre-neo,positive,VISp,,,,,,,656867187,pending_ephys_qc,,,,http://lims2/focal_plane_image_series?id=656867187,,63x no go,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,655108371,http://lims2/specimens?id=655108371,Chat-IRES-Cre-neo;Ai14-364381.03.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Chat-IRES-Cre-neo%3BAi14-364381.03.02,EPhys_171218_01_C03_M,BIOCYTIN_180103_01_C03,500366069,P2S4_171222_051_A01,655108354,,,V1 Coronal 107,qc,A8S4_180111_06,failed,,364381,Ai14(RCL-tdT),Chat-IRES-Cre-neo,positive,VISp,,,,,,,656867225,pending_ephys_qc,,,,http://lims2/focal_plane_image_series?id=656867225,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,655113519,http://lims2/specimens?id=655113519,Chat-IRES-Cre-neo;Ai14-364381.04.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Chat-IRES-Cre-neo%3BAi14-364381.04.02,EPhys_171218_01_C05_M,BIOCYTIN_180103_01_C05,500367747,P2S4_171222_052_A01,655113492,12/22/2017 19:50,1.980869376,V1 Coronal 107,auto_failed,A8S4_180111_06,passed,,364381,Ai14(RCL-tdT),Chat-IRES-Cre-neo,positive,V3,,dendrite type - NA,apical - NA,5699.119575,,,656867492,pending_ephys_qc,,,,http://lims2/focal_plane_image_series?id=656867492,,63x no go,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,655120196,http://lims2/specimens?id=655120196,Chat-IRES-Cre-neo;Ai14-364381.04.02.02,Cell,,flipped,http://lims2/specimens?search[name]=Chat-IRES-Cre-neo%3BAi14-364381.04.02,EPhys_171218_01_C05_M,BIOCYTIN_180103_01_C05,500367747,P2S4_171222_053_A01,655120164,12/22/2017 20:20,1.64874688,V1 Coronal 107,auto_failed,A8S4_180111_06,passed,,364381,Ai14(RCL-tdT),Chat-IRES-Cre-neo,positive,VISp2/3,,,,2963.301191,,,656867492,pending_ephys_qc,s,,,http://lims2/focal_plane_image_series?id=656867492,,63x go,63x imaging started,664484309,image_qc_passed,http://lims2/focal_plane_image_series?id=664484309,,,,,,,,,,,,,,,,,
mIVSCC-MET,655111709,http://lims2/specimens?id=655111709,Chat-IRES-Cre-neo;Ai14-364381.05.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Chat-IRES-Cre-neo%3BAi14-364381.05.02,EPhys_171218_01_C04_M,BIOCYTIN_180103_01_C04,500367931,PAS4_171222_451_A01,655111685,,,V1 Coronal 107,qc,A8S4_180111_06,failed,,364381,Ai14(RCL-tdT),Chat-IRES-Cre-neo,not applicable,VISp,,,,,,,656867244,pending_ephys_qc,,,,http://lims2/focal_plane_image_series?id=656867244,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,656151146,http://lims2/specimens?id=656151146,Chat-IRES-Cre-neo;Ai14-365769.03.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Chat-IRES-Cre-neo%3BAi14-365769.03.01,EPhys_180102_01_A02_M,BIOCYTIN_180109_01_A02,500367037,P9S4_180102_402_A01,656151126,1/2/2018 21:48,1.291250432,V1 Coronal 107,auto_failed,A8S4_180111_06,passed,,365769,Ai14(RCL-tdT),Chat-IRES-Cre-neo,positive,VISp,,,,,,,657479419,qc,,,,http://lims2/focal_plane_image_series?id=657479419,,63x no go,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,656149874,http://lims2/specimens?id=656149874,Chat-IRES-Cre-neo;Ai14-365769.04.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Chat-IRES-Cre-neo%3BAi14-365769.04.02,EPhys_180102_01_A03_M,BIOCYTIN_180109_01_A03,500366597,P8S4_180102_351_A01,656149856,1/2/2018 21:34,1.311044352,V1 Coronal 107,auto_failed,A8S4_180111_06,passed,,365769,Ai14(RCL-tdT),Chat-IRES-Cre-neo,positive,VISp,,,,,,,657481432,qc,,,,http://lims2/focal_plane_image_series?id=657481432,,63x go,63x imaging started,675575425,deferred,http://lims2/focal_plane_image_series?id=675575425,,,,,,,,,,,,,,,,,
mIVSCC-MET,656151516,http://lims2/specimens?id=656151516,Chat-IRES-Cre-neo;Ai14-365769.04.02.02,Cell,,flipped,http://lims2/specimens?search[name]=Chat-IRES-Cre-neo%3BAi14-365769.04.02,EPhys_180102_01_A03_M,BIOCYTIN_180109_01_A03,500366597,P8S4_180102_352_A01,656151495,1/2/2018 21:56,1.829528576,V1 Coronal 107,auto_failed,A8S4_180111_06,passed,,365769,Ai14(RCL-tdT),Chat-IRES-Cre-neo,positive,VISp,,,,,,,657481432,qc,,,,http://lims2/focal_plane_image_series?id=657481432,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,656165888,http://lims2/specimens?id=656165888,Chat-IRES-Cre-neo;Ai14-365769.05.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Chat-IRES-Cre-neo%3BAi14-365769.05.02,EPhys_180102_01_A05_M,BIOCYTIN_180109_01_A05,500367219,P8S4_180102_353_A01,656165858,1/2/2018 22:49,1.719944192,V1 Coronal 107,auto_failed,A8S4_180111_06,passed,,365769,Ai14(RCL-tdT),Chat-IRES-Cre-neo,positive,VISp,,,,,,,657481721,qc,,,,http://lims2/focal_plane_image_series?id=657481721,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,656724366,http://lims2/specimens?id=656724366,Chat-IRES-Cre-neo;Ai14-367630.03.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Chat-IRES-Cre-neo%3BAi14-367630.03.02,Ephys_180108_01_C03_M,BIOCYTIN_180116_01_C03,400157956,P2S4_180108_055_A01,656724350,1/9/2018 0:10,0.336840704,V1 Coronal 107,auto_failed,A8S4_180111_06,failed,,367630,,,positive,VISp,,,,,,,657962492,processing,,,,http://lims2/focal_plane_image_series?id=657962492,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,656728921,http://lims2/specimens?id=656728921,Chat-IRES-Cre-neo;Ai14-367630.03.02.02,Cell,,flipped,http://lims2/specimens?search[name]=Chat-IRES-Cre-neo%3BAi14-367630.03.02,Ephys_180108_01_C03_M,BIOCYTIN_180116_01_C03,400157956,P2S4_180108_056_A01,656728898,1/9/2018 0:50,2.853879808,V1 Coronal 107,auto_failed,A8S4_180111_06,failed,,367630,,,positive,VISp,,,,,,,657962492,processing,,,,http://lims2/focal_plane_image_series?id=657962492,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,656723363,http://lims2/specimens?id=656723363,Chat-IRES-Cre-neo;Ai14-367630.04.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Chat-IRES-Cre-neo%3BAi14-367630.04.01,Ephys_180108_01_C02_M,BIOCYTIN_180116_01_C02,400160716,PBS4_180108_502_A01,656723301,1/9/2018 0:14,1.620077056,V1 Coronal 107,auto_failed,A8S4_180112_06,failed,,367630,,,,VISp,,,,,,,657961813,processing,,,,http://lims2/focal_plane_image_series?id=657961813,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,656721986,http://lims2/specimens?id=656721986,Chat-IRES-Cre-neo;Ai14-367630.05.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Chat-IRES-Cre-neo%3BAi14-367630.05.02,EPhys_180108_01_B06_M,BIOCYTIN_180116_01_B06,400159980,PAS4_180108_454_A01,656721970,1/8/2018 23:32,3.131837952,V1 Coronal 107,auto_failed,A8S4_180112_06,passed,,367630,,,positive,VISp,,dendrite type - NA,apical - NA,,,,657959905,qc,,,,http://lims2/focal_plane_image_series?id=657959905,,63x no go,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,656843549,http://lims2/specimens?id=656843549,Chat-IRES-Cre-neo;Ai14-367631.03.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Chat-IRES-Cre-neo%3BAi14-367631.03.01,Ephys_180108_01_D01_M,BIOCYTIN_180116_01_D01,400158692,,656843534,1/9/2018 19:09,1.089341056,V1 Coronal 107,auto_failed,,,,367631,,,,,,,,,,,657964003,processing,,,,http://lims2/focal_plane_image_series?id=657964003,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,656841831,http://lims2/specimens?id=656841831,Chat-IRES-Cre-neo;Ai14-367631.04.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Chat-IRES-Cre-neo%3BAi14-367631.04.01,EPhys_180108_01_C06_M,BIOCYTIN_180116_01_C06,400158508,P2S4_180109_051_A01,656841814,1/9/2018 18:48,3.795527168,V1 Coronal 107,auto_failed,A8S4_180112_06,passed,,367631,,,positive,VISp2/3,,,,8201.713578,,,657963982,qc,psw,,,http://lims2/focal_plane_image_series?id=657963982,,63x go,63x imaging started,670453254,image_qc_passed,http://lims2/focal_plane_image_series?id=670453254,,,,,,,,,,,,,,,,,
