project,cell_specimen_id,link_cell_specimen,cell_specimen_name,cell_or_cluster,hemisphere,flipped,link_slice_specimen,slice_histology_well,slice_biocytin_well,slide20x_barcode ,patched_cell_container,ephys_roi_result_id,recording_date,ephys_seal_gohm,tcp_sop,ephys_qc,rna_amplification_set,rna_amplification_qc,ephys_published_at,labtracks_id,reporters,drivers,cell_reporter,structure,cortex_layer,dendrite_type,apical,pin_z_coord,nwb_ready,has_nwb_download,image_series_20x_id,image_series_20x_qc,psw_20x_annotations,layer_20x_annotations,image_series_20x_tags,link_ims_20x,check_slide,ims63x_go_no_go,ims63x_imaging_started,image_series_63x_id,image_series_63x_qc,link_ims_63x,has_morph_thumb,has_inst_thres_thumb,has_sum_thumb,has_glif1,has_glif2,has_glif3,has_glif4,has_glif5,has_biophysical,has_active_dendrite,nwb_filename,swc_filename,marker_filename,swc_published_at,disease_state
T301x,623787824,http://lims2/specimens?id=623787824,Ai14-Homo-345924.06.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Ai14-Homo-345924.06.01,EPhys_170911_01_B01_M,BIOCYTIN_170919_01_B01,539036855,,623787786,9/13/2017 16:28,1.206677888,V1 Coronal 107,manual_failed,,,,345924,,,,,,,,,,,638287213,qc,,,,http://lims2/focal_plane_image_series?id=638287213,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,656440106,http://lims2/specimens?id=656440106,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-366183.04.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Calb2-IRES-Cre%3BSst-IRES-FlpO%3BAi65-366183.04.02,EPhys_180102_01_B02_M,BIOCYTIN_180109_01_B02,500366853,P8S4_180103_351_A01,656440009,1/3/2018 23:25,1.913967488,V1 Coronal 107,auto_failed,A8S4_180111_06,passed,,366183,Ai65(RCFL-tdT),Calb1-IRES2-Cre Sst-IRES-FlpO,cre reporter positive,VISp,,,,,,,657483366,qc,,,,http://lims2/focal_plane_image_series?id=657483366,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,656449594,http://lims2/specimens?id=656449594,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-366183.04.02.02,Cell,,flipped,http://lims2/specimens?search[name]=Calb2-IRES-Cre%3BSst-IRES-FlpO%3BAi65-366183.04.02,EPhys_180102_01_B02_M,BIOCYTIN_180109_01_B02,500366853,P8S4_180103_352_A01,656449579,1/3/2018 23:51,2.400468992,V1 Coronal 107,auto_failed,A8S4_180111_06,passed,,366183,Ai65(RCFL-tdT),Calb1-IRES2-Cre Sst-IRES-FlpO,cre reporter positive,VISp,,,,,,,657483366,qc,,,,http://lims2/focal_plane_image_series?id=657483366,,63x no go,,,,,,,,,,,,,,,,,,,
T301x,496344683,http://lims2/specimens?id=496344683,Cart-IRES2-Cre;Ai14(IVSCC)-225235.02.03.01,Cell,,not flipped,http://lims2/specimens?search[name]=Cart-IRES2-Cre%3BAi14(IVSCC)-225235.02.03,Ephys_160111_02_C04,BIOCYTIN_160119_02_C04,500350559,,496344681,1/13/2016 11:52,1.825028864,V1 Coronal 90,manual_failed,,,,225235,Ai14(RCL-tdT),Cart-IRES2-Cre,,,,,,,,,497527743,qc,,,,http://lims2/focal_plane_image_series?id=497527743,,,,530190746,qc,http://lims2/focal_plane_image_series?id=530190746,,,,,,,,,,,,,,,
T301x,496345048,http://lims2/specimens?id=496345048,Cart-IRES2-Cre;Ai14(IVSCC)-225235.04.03.01,Cell,,not flipped,http://lims2/specimens?search[name]=Cart-IRES2-Cre%3BAi14(IVSCC)-225235.04.03,Ephys_160111_02_C06,BIOCYTIN_160119_02_C06,500350927,,496345046,1/13/2016 12:26,5.089358848,V1 Coronal 90,manual_failed,,,,225235,Ai14(RCL-tdT),Cart-IRES2-Cre,,,,,,,,,497528178,qc,,,,http://lims2/focal_plane_image_series?id=497528178,,,,,,,,,,,,,,,,,,,,,
T301x,504187474,http://lims2/specimens?id=504187474,Cart-IRES2-Cre;Ai14(IVSCC)-231004.05.04.02,Cell,,not flipped,http://lims2/specimens?search[name]=Cart-IRES2-Cre%3BAi14(IVSCC)-231004.05.04,Ephys_Practice_03_D06,,,,504187470,2/26/2016 11:27,1.144365952,ALM Coronal 56,manual_failed,,,,231004,Ai14(RCL-tdT),Cart-IRES2-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T301x,504110302,http://lims2/specimens?id=504110302,Cart-IRES2-Cre;Ai14(IVSCC)-231852.05.02.02,Cell,right,not flipped,http://lims2/specimens?search[name]=Cart-IRES2-Cre%3BAi14(IVSCC)-231852.05.02,Ephys_ALM_160225_A03,BIOCYTIN_160308_04_A03,534347012,,504110298,2/25/2016 11:36,1.82523392,V1 Coronal 90,manual_passed,,,,231852,Ai14(RCL-tdT),Cart-IRES2-Cre,cre reporter negative,,,,,,,,508354650,qc,,,,http://lims2/focal_plane_image_series?id=508354650,,,,,,,,inst thres thumb,sum thumb,,,,,,,,,,,,
T301x,504220198,http://lims2/specimens?id=504220198,Cart-IRES2-Cre;Ai14(IVSCC)-231853.08.02.02,Cell,,not flipped,http://lims2/specimens?search[name]=Cart-IRES2-Cre%3BAi14(IVSCC)-231853.08.02,Ephys_ALM_160225_B02,BIOCYTIN_160308_04_B02,534343266,,504220194,2/26/2016 15:03,1.474658304,V1 Coronal 90,manual_failed,,,,231853,Ai14(RCL-tdT),Cart-IRES2-Cre,,,,,,,,,508353831,qc,,,,http://lims2/focal_plane_image_series?id=508353831,,,,,,,,,,,,,,,,,,,,,
T301x,504211038,http://lims2/specimens?id=504211038,Cart-IRES2-Cre;Ai14(IVSCC)-231853.09.02.02,Cell,,not flipped,http://lims2/specimens?search[name]=Cart-IRES2-Cre%3BAi14(IVSCC)-231853.09.02,Ephys_ALM_160225_B01,BIOCYTIN_160308_04_B01,534346578,,504211032,2/26/2016 13:59,2.86330624,V1 Coronal 90,manual_failed,,,,231853,Ai14(RCL-tdT),Cart-IRES2-Cre,,,,,,,,,508353952,qc,,,,http://lims2/focal_plane_image_series?id=508353952,,,,,,,,,,,,,,,,,,,,,
T301x,513876004,http://lims2/specimens?id=513876004,Chat-IRES-Cre;Ai14-238372.03.02.01,Cell,,not flipped,http://lims2/specimens?search[name]=Chat-IRES-Cre%3BAi14-238372.03.02,Ephys_160411_02_A03_VER2,BIOCYTIN_160419_02_A03,,,513875987,4/13/2016 14:00,0.274308896,V1 Coronal 90,manual_failed,,,,238372,Ai14(RCL-tdT),Chat-IRES-Cre-neo,cre reporter positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T301x,514097966,http://lims2/specimens?id=514097966,Chat-IRES-Cre;Ai14-238373.04.01.01,Cell,left,not flipped,http://lims2/specimens?search[name]=Chat-IRES-Cre%3BAi14-238373.04.01,Ephys_160411_02_A05_VER2,BIOCYTIN_160419_02_A05,539035253,,514097921,4/14/2016 11:51,1.43963392,V1 Coronal 90,manual_passed,,,,238373,Ai14(RCL-tdT),Chat-IRES-Cre-neo,cre reporter positive,,,,,,,,515769431,qc,,,,http://lims2/focal_plane_image_series?id=515769431,,,,518306179,qc,http://lims2/focal_plane_image_series?id=518306179,,inst thres thumb,sum thumb,,,,,,,,,,,,
T301x,514796254,http://lims2/specimens?id=514796254,Chat-IRES-Cre;Ai14-238376.03.01.01,Cell,,not flipped,http://lims2/specimens?search[name]=Chat-IRES-Cre%3BAi14-238376.03.01,Ephys_160418_02_A06_VER2,BIOCYTIN_160426_02_A06,539032450,,514796224,4/19/2016 13:30,1.642215424,V1 Coronal 90,manual_failed,,,,238376,Ai14(RCL-tdT),Chat-IRES-Cre-neo,,,,,,,,,516348413,processing,,,,http://lims2/focal_plane_image_series?id=516348413,,,,,,,,,,,,,,,,,,,,,
T301x,514793579,http://lims2/specimens?id=514793579,Chat-IRES-Cre;Ai14-238376.04.01.01,Cell,left,not flipped,http://lims2/specimens?search[name]=Chat-IRES-Cre%3BAi14-238376.04.01,Ephys_160418_02_A04_VER2,BIOCYTIN_160426_02_A04,539032402,,514793543,4/19/2016 13:15,1.644014208,V1 Coronal 90,manual_passed,,,,238376,Ai14(RCL-tdT),Chat-IRES-Cre-neo,cre reporter positive,,,,,,,,516349199,qc,,,,http://lims2/focal_plane_image_series?id=516349199,,,,517735873,qc,http://lims2/focal_plane_image_series?id=517735873,,inst thres thumb,sum thumb,,,,,,,,,,,,
T301x,514808435,http://lims2/specimens?id=514808435,Chat-IRES-Cre;Ai14-238376.06.02.01,Cell,,not flipped,http://lims2/specimens?search[name]=Chat-IRES-Cre%3BAi14-238376.06.02,Ephys_practice_07_B06,,,,514808303,4/19/2016 14:06,1.201478144,V1 Coronal 90,manual_failed,,,,238376,Ai14(RCL-tdT),Chat-IRES-Cre-neo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T301x,516385193,http://lims2/specimens?id=516385193,Chat-IRES-Cre;Ai14-243268.03.01.01,Cell,,not flipped,http://lims2/specimens?search[name]=Chat-IRES-Cre%3BAi14-243268.03.01,Ephys_160502_01_A05_VER1,BIOCYTIN_160510_01_A05,535159266,,516385073,5/2/2016 14:25,1.178315008,V1 Coronal 90,manual_failed,,,,243268,Ai14(RCL-tdT),Chat-IRES-Cre-neo,,,,,,,,,518201131,qc,,,,http://lims2/focal_plane_image_series?id=518201131,,,,520082706,qc,http://lims2/focal_plane_image_series?id=520082706,,,,,,,,,,,,,,,
T301x,516397323,http://lims2/specimens?id=516397323,Chat-IRES-Cre;Ai14-243268.04.02.01,Cell,,not flipped,http://lims2/specimens?search[name]=Chat-IRES-Cre%3BAi14-243268.04.02,Ephys_Practice_08_B01,,,,516397044,5/2/2016 15:37,1.730640256,V1 Coronal 90,manual_failed,,,,243268,Ai14(RCL-tdT),Chat-IRES-Cre-neo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T301x,516382243,http://lims2/specimens?id=516382243,Chat-IRES-Cre;Ai14-243268.05.02.01,Cell,,not flipped,http://lims2/specimens?search[name]=Chat-IRES-Cre%3BAi14-243268.05.02,Ephys_160502_02_A01_VER2,BIOCYTIN_160510_03_A01,535159310,,516382060,5/2/2016 14:28,1.728974336,V1 Coronal 90,manual_failed,,,,243268,Ai14(RCL-tdT),Chat-IRES-Cre-neo,,,,,,,,,518201685,qc,,,,http://lims2/focal_plane_image_series?id=518201685,,,,520380230,qc,http://lims2/focal_plane_image_series?id=520380230,,,,,,,,,,,,,,,
T301x,516405584,http://lims2/specimens?id=516405584,Chat-IRES-Cre;Ai14-243268.06.02.01,Cell,,not flipped,http://lims2/specimens?search[name]=Chat-IRES-Cre%3BAi14-243268.06.02,Ephys_Practice_08_B02,,,,516404885,5/2/2016 15:55,1.537836032,V1 Coronal 90,manual_failed,,,,243268,Ai14(RCL-tdT),Chat-IRES-Cre-neo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T301x,516618207,http://lims2/specimens?id=516618207,Chat-IRES-Cre;Ai14-243269.03.01.01,Cell,,not flipped,http://lims2/specimens?search[name]=Chat-IRES-Cre%3BAi14-243269.03.01,,,,,516618171,5/3/2016 15:39,2.487429888,V1 Coronal 90,manual_failed,,,,243269,Ai14(RCL-tdT),Chat-IRES-Cre-neo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T301x,516638655,http://lims2/specimens?id=516638655,Chat-IRES-Cre;Ai14-243269.03.02.01,Cell,,not flipped,http://lims2/specimens?search[name]=Chat-IRES-Cre%3BAi14-243269.03.02,Ephys_160502_02_A04_VER2,BIOCYTIN_160510_03_A04,535159326,,516638056,5/3/2016 15:43,1.097304832,V1 Coronal 90,manual_failed,,,,243269,Ai14(RCL-tdT),Chat-IRES-Cre-neo,,,,,,,,,518201767,qc,,,,http://lims2/focal_plane_image_series?id=518201767,,,,,,,,,,,,,,,,,,,,,
T301x,516608870,http://lims2/specimens?id=516608870,Chat-IRES-Cre;Ai14-243269.04.02.01,Cell,,not flipped,http://lims2/specimens?search[name]=Chat-IRES-Cre%3BAi14-243269.04.02,Ephys_160502_02_A02_VER2,BIOCYTIN_160510_03_A02,535159318,,516608798,5/3/2016 14:08,3.363093504,V1 Coronal 90,manual_failed,,,,243269,Ai14(RCL-tdT),Chat-IRES-Cre-neo,,,,,,,,,518201721,qc,,,,http://lims2/focal_plane_image_series?id=518201721,,,,,,,,,,,,,,,,,,,,,
T301x,516617143,http://lims2/specimens?id=516617143,Chat-IRES-Cre;Ai14-243269.05.01.01,Cell,left,not flipped,http://lims2/specimens?search[name]=Chat-IRES-Cre%3BAi14-243269.05.01,Ephys_160502_02_A03_VER2,BIOCYTIN_160510_03_A03,535159322,,516616027,5/3/2016 14:36,1.44653056,V1 Coronal 90,manual_passed,,,,243269,Ai14(RCL-tdT),Chat-IRES-Cre-neo,cre reporter positive,,,dendrite type - aspiny,apical - NA,,,,518201740,qc,,,,http://lims2/focal_plane_image_series?id=518201740,,,,,,,,inst thres thumb,sum thumb,,,,,,,,,,,,
T301x,517092539,http://lims2/specimens?id=517092539,Chat-IRES-Cre;Ai14-243271.03.01.01,Cell,,not flipped,http://lims2/specimens?search[name]=Chat-IRES-Cre%3BAi14-243271.03.01,Ephys_Practice_08_C05,,,,517092481,5/5/2016 10:51,1.509448704,V1 Coronal 90,manual_failed,,,,243271,Ai14(RCL-tdT),Chat-IRES-Cre-neo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T301x,517085174,http://lims2/specimens?id=517085174,Chat-IRES-Cre;Ai14-243271.04.01.01,Cell,,not flipped,http://lims2/specimens?search[name]=Chat-IRES-Cre%3BAi14-243271.04.01,Ephys_160502_02_B01_VER2,BIOCYTIN_160510_03_B01,535159338,,517084951,5/5/2016 10:23,2.18301056,V1 Coronal 90,manual_failed,,,,243271,Ai14(RCL-tdT),Chat-IRES-Cre-neo,,,,,,,,,518201857,processing,,,,http://lims2/focal_plane_image_series?id=518201857,,,,,,,,,,,,,,,,,,,,,
T301x,517108283,http://lims2/specimens?id=517108283,Chat-IRES-Cre;Ai14-243271.05.01.01,Cell,,not flipped,http://lims2/specimens?search[name]=Chat-IRES-Cre%3BAi14-243271.05.01,Ephys_160502_02_B03_VER2,BIOCYTIN_160510_03_B03,535162176,,517108147,5/5/2016 14:29,1.962562432,V1 Coronal 90,manual_failed,,,,243271,Ai14(RCL-tdT),Chat-IRES-Cre-neo,,,,,,,,,518201926,qc,,,,http://lims2/focal_plane_image_series?id=518201926,,,,520383435,qc,http://lims2/focal_plane_image_series?id=520383435,,,,,,,,,,,,,,,
T301x,517106200,http://lims2/specimens?id=517106200,Chat-IRES-Cre;Ai14-243271.05.02.01,Cell,,not flipped,http://lims2/specimens?search[name]=Chat-IRES-Cre%3BAi14-243271.05.02,Ephys_160502_02_B02_VER2,BIOCYTIN_160510_03_B02,535159300,,517106161,5/5/2016 13:12,1.974909184,V1 Coronal 90,manual_failed,,,,243271,Ai14(RCL-tdT),Chat-IRES-Cre-neo,,,,,,,,,518201902,qc,,,,http://lims2/focal_plane_image_series?id=518201902,,,,520653816,qc,http://lims2/focal_plane_image_series?id=520653816,,,,,,,,,,,,,,,
T301x,518747079,http://lims2/specimens?id=518747079,Chat-IRES-Cre;Ai14-245955.02.01.01,Cell,,not flipped,http://lims2/specimens?search[name]=Chat-IRES-Cre%3BAi14-245955.02.01,Ephys_160516_02_A04_extraction_VER2,BIOCYTIN_160524_02_A04,535170205,P1S4_160517_001_A01,518747066,5/17/2016 10:30,0.944447872,V1 Coronal 90,manual_failed,A3S4_160603,passed,,245955,Ai14(RCL-tdT),Chat-IRES-Cre-neo,,,,,,,,,521230286,qc,,,,http://lims2/focal_plane_image_series?id=521230286,,,,,,,,,,,,,,,,,,,,,
T301x,518747941,http://lims2/specimens?id=518747941,Chat-IRES-Cre;Ai14-245955.02.01.02,Cell,,not flipped,http://lims2/specimens?search[name]=Chat-IRES-Cre%3BAi14-245955.02.01,Ephys_160516_02_A04_extraction_VER2,BIOCYTIN_160524_02_A04,535170205,P1S4_160517_003_A01,518747922,5/17/2016 10:53,3.082165248,V1 Coronal 90,manual_failed,A3S4_160603,passed,,245955,Ai14(RCL-tdT),Chat-IRES-Cre-neo,,,,,,,,,521230286,qc,,,,http://lims2/focal_plane_image_series?id=521230286,,,,,,,,,,,,,,,,,,,,,
T301x,518749069,http://lims2/specimens?id=518749069,Chat-IRES-Cre;Ai14-245955.02.01.03,Cell,,not flipped,http://lims2/specimens?search[name]=Chat-IRES-Cre%3BAi14-245955.02.01,Ephys_160516_02_A04_extraction_VER2,BIOCYTIN_160524_02_A04,535170205,P1S4_160517_004_A01,518749056,5/17/2016 11:15,1.647444736,V1 Coronal 90,manual_failed,A3S4_160603,passed,,245955,Ai14(RCL-tdT),Chat-IRES-Cre-neo,,,,,,,,,521230286,qc,,,,http://lims2/focal_plane_image_series?id=521230286,,,,,,,,,,,,,,,,,,,,,
T301x,518749603,http://lims2/specimens?id=518749603,Chat-IRES-Cre;Ai14-245955.02.01.04,Cell,,not flipped,http://lims2/specimens?search[name]=Chat-IRES-Cre%3BAi14-245955.02.01,Ephys_160516_02_A04_extraction_VER2,BIOCYTIN_160524_02_A04,535170205,,518749590,5/17/2016 11:36,0.959380864,V1 Coronal 90,manual_failed,,,,245955,Ai14(RCL-tdT),Chat-IRES-Cre-neo,,,,,,,,,521230286,qc,,,,http://lims2/focal_plane_image_series?id=521230286,,,,,,,,,,,,,,,,,,,,,
T301x,518753785,http://lims2/specimens?id=518753785,Chat-IRES-Cre;Ai14-245955.05.02.01,Cell,,not flipped,http://lims2/specimens?search[name]=Chat-IRES-Cre%3BAi14-245955.05.02,Ephys_160516_02_A05_extraction_VER2,BIOCYTIN_160524_02_A05,535170209,,518753771,5/17/2016 13:18,1.188300672,V1 Coronal 90,manual_failed,,,,245955,Ai14(RCL-tdT),Chat-IRES-Cre-neo,,,,,,,,,521230316,qc,,,,http://lims2/focal_plane_image_series?id=521230316,,,,,,,,,,,,,,,,,,,,,
T301x,518754790,http://lims2/specimens?id=518754790,Chat-IRES-Cre;Ai14-245955.05.02.02,Cell,,not flipped,http://lims2/specimens?search[name]=Chat-IRES-Cre%3BAi14-245955.05.02,Ephys_160516_02_A05_extraction_VER2,BIOCYTIN_160524_02_A05,535170209,,518754777,5/17/2016 13:49,2.802516992,V1 Coronal 90,manual_failed,,,,245955,Ai14(RCL-tdT),Chat-IRES-Cre-neo,,,,,,,,,521230316,qc,,,,http://lims2/focal_plane_image_series?id=521230316,,,,,,,,,,,,,,,,,,,,,
T301x,518757173,http://lims2/specimens?id=518757173,Chat-IRES-Cre;Ai14-245955.05.02.03,Cell,,not flipped,http://lims2/specimens?search[name]=Chat-IRES-Cre%3BAi14-245955.05.02,Ephys_160516_02_A05_extraction_VER2,BIOCYTIN_160524_02_A05,535170209,P1S4_160517_008_A01,518757124,5/17/2016 14:37,1.796289152,V1 Coronal 90,manual_failed,A3S4_160603,passed,,245955,Ai14(RCL-tdT),Chat-IRES-Cre-neo,,,,,,,,,521230316,qc,,,,http://lims2/focal_plane_image_series?id=521230316,,,,,,,,,,,,,,,,,,,,,
T301x,519218598,http://lims2/specimens?id=519218598,Chat-IRES-Cre;Ai14-245956.04.01.01,Cell,,not flipped,http://lims2/specimens?search[name]=Chat-IRES-Cre%3BAi14-245956.04.01,Ephys_160516_02_B01_extraction_VER2,BIOCYTIN_160524_02_B01,535170217,P1S4_160518_005_A01,519218585,5/18/2016 13:24,1.119057664,V1 Coronal 90,manual_failed,A3S4_160603,passed,,245956,Ai14(RCL-tdT),Chat-IRES-Cre-neo,,,,,,,,,521230374,qc,,,,http://lims2/focal_plane_image_series?id=521230374,,,,,,,,,,,,,,,,,,,,,
T301x,519220451,http://lims2/specimens?id=519220451,Chat-IRES-Cre;Ai14-245956.04.01.02,Cell,,not flipped,http://lims2/specimens?search[name]=Chat-IRES-Cre%3BAi14-245956.04.01,Ephys_160516_02_B01_extraction_VER2,BIOCYTIN_160524_02_B01,535170217,,519220436,5/18/2016 13:51,2.897882112,V1 Coronal 90,manual_failed,,,,245956,Ai14(RCL-tdT),Chat-IRES-Cre-neo,,,,,,,,,521230374,qc,,,,http://lims2/focal_plane_image_series?id=521230374,,,,,,,,,,,,,,,,,,,,,
T301x,519239096,http://lims2/specimens?id=519239096,Chat-IRES-Cre;Ai14-245956.04.01.03,Cell,,not flipped,http://lims2/specimens?search[name]=Chat-IRES-Cre%3BAi14-245956.04.01,Ephys_160516_02_B01_extraction_VER2,BIOCYTIN_160524_02_B01,535170217,,519239069,5/18/2016 14:29,1.162768896,V1 Coronal 90,manual_failed,,,,245956,Ai14(RCL-tdT),Chat-IRES-Cre-neo,,,,,,,,,521230374,qc,,,,http://lims2/focal_plane_image_series?id=521230374,,,,,,,,,,,,,,,,,,,,,
T301x,519161174,http://lims2/specimens?id=519161174,Chat-IRES-Cre;Ai14-245956.06.01.01,Cell,,not flipped,http://lims2/specimens?search[name]=Chat-IRES-Cre%3BAi14-245956.06.01,Ephys_160516_02_A06_extraction_VER2,BIOCYTIN_160524_02_A06,535170213,P1S4_160518_001_A01,519161150,5/18/2016 10:32,11.4853161,V1 Coronal 90,manual_failed,A3S4_160603,passed,,245956,Ai14(RCL-tdT),Chat-IRES-Cre-neo,,SSp-bfd4,,dendrite type - aspiny,apical - NA,2190.502338,,,521230345,qc,,,,http://lims2/focal_plane_image_series?id=521230345,,,,527747320,qc,http://lims2/focal_plane_image_series?id=527747320,,,,,,,,,,,,,,,
T301x,519171984,http://lims2/specimens?id=519171984,Chat-IRES-Cre;Ai14-245956.06.01.02,Cell,,not flipped,http://lims2/specimens?search[name]=Chat-IRES-Cre%3BAi14-245956.06.01,Ephys_160516_02_A06_extraction_VER2,BIOCYTIN_160524_02_A06,535170213,,519171844,5/18/2016 10:45,1.680183296,V1 Coronal 90,manual_failed,,,,245956,Ai14(RCL-tdT),Chat-IRES-Cre-neo,,,,,,,,,521230345,qc,,,,http://lims2/focal_plane_image_series?id=521230345,,,,,,,,,,,,,,,,,,,,,
