date,organism_name,name,extraction.endPipetteR,extraction.postPatch,rigOperator,status,roi_major,roi_minor,container
2017-10-02 14:46:00 -0700,Mouse,Chrna2-Cre_OE25;Ai14-351067.03.02.01,3000.0,nucleus_present,lindsayn,SUCCESS,VISp,layer 5,P8S4_171002_356_A01
2017-10-02 14:46:00 -0700,Mouse,Chrna2-Cre_OE25;Ai14-351067.03.02.02,30.0,nucleus_absent,lindsayn,SUCCESS,VISp,layer 5,P8S4_171002_357_A01
2017-10-02 14:50:00 -0700,Mouse,Gad2-IRES-Cre;Ai14-350672.04.01.04,16.2,nucleus_absent,lisak,SUCCESS,VISp,layer 6a,P9S4_171002_406_A01
2017-10-02 14:50:00 -0700,Mouse,Gad2-IRES-Cre;Ai14-350672.04.01.03,4.7,nucleus_absent,lisak,SUCCESS,VISp,layer 2/3,P9S4_171002_405_A01
2017-10-02 14:50:00 -0700,Mouse,Gad2-IRES-Cre;Ai14-350672.04.01.01,1000.0,nucleus_absent,lisak,SUCCESS,VISp,layer 2/3,P9S4_171002_403_A01
2017-10-02 14:50:00 -0700,Mouse,Gad2-IRES-Cre;Ai14-350672.04.01.02,930.0,nucleus_present,lisak,SUCCESS,VISp,layer 4,P9S4_171002_404_A01
2017-10-03 09:19:00 -0700,Mouse,Gad2-IRES-Cre;Ai14-350674.04.01.01,2000.0,nucleus_present,lisak,SUCCESS,VISp,layer 2/3,P9S4_171003_401_A01
2017-10-03 09:19:00 -0700,Mouse,Gad2-IRES-Cre;Ai14-350674.04.01.02,1700.0,nucleus_absent,lisak,SUCCESS,VISp,layer 2/3,P9S4_171003_402_A01
2017-10-03 09:19:00 -0700,Mouse,Gad2-IRES-Cre;Ai14-350674.04.01.03,2000.0,nucleus_present,lisak,SUCCESS,VISp,layer 6a,P9S4_171003_403_A01
2017-10-03 09:34:00 -0700,Mouse,Gad2-IRES-Cre;Ai14-350674.04.02.02,150.0,nucleus_absent,lindsayn,SUCCESS,VISp,layer 4,P8S4_171003_352_A01
2017-10-03 09:34:00 -0700,Mouse,Gad2-IRES-Cre;Ai14-350674.04.02.01,2300.0,nucleus_present,lindsayn,SUCCESS,VISp,layer 4,P8S4_171003_351_A01
2017-10-03 09:40:00 -0700,Mouse,Gad2-IRES-Cre;Ai14-350674.06.02.01,2500.0,nucleus_present,ramr,SUCCESS,VISp,layer 5,PAS4_171003_451_A01
2017-10-03 09:56:00 -0700,Mouse,Gad2-IRES-Cre;Ai14-350674.03.01.03,300.0,nucleus_absent,dijonh,SUCCESS,VISp,layer 5,PBS4_171003_503_A01
2017-10-03 09:56:00 -0700,Mouse,Gad2-IRES-Cre;Ai14-350674.03.01.01,1000.0,nucleus_absent,dijonh,SUCCESS,VISp,layer 5,PBS4_171003_501_A01
2017-10-03 09:56:00 -0700,Mouse,Gad2-IRES-Cre;Ai14-350674.03.01.02,1000.0,nucleus_present,dijonh,SUCCESS,VISp,layer 4,PBS4_171003_502_A01
2017-10-03 10:27:00 -0700,Mouse,Chrna2-Cre_OE25;Ai14-351070.03.01.02,600.0,nucleus_present,lisak,SUCCESS,VISp,layer 5,P9S4_171003_405_A01
2017-10-03 10:27:00 -0700,Mouse,Chrna2-Cre_OE25;Ai14-351070.03.01.03,10.0,nucleus_absent,lisak,SUCCESS,VISp,layer 4,P9S4_171003_406_A01
2017-10-03 10:27:00 -0700,Mouse,Chrna2-Cre_OE25;Ai14-351070.03.01.01,2000.0,nucleus_present,lisak,SUCCESS,VISp,layer 6b,P9S4_171003_404_A01
2017-10-03 10:41:00 -0700,Mouse,Chrna2-Cre_OE25;Ai14-351070.04.02.01,2500.0,nucleus_present,lindsayn,SUCCESS,VISp,layer 5,P8S4_171003_353_A01
2017-10-03 10:50:00 -0700,Mouse,Gad2-IRES-Cre;Ai14-350674.03.02.04,10.0,nucleus_absent,rustym,SUCCESS,VISp,layer 4,P2S4_171003_054_A01
2017-10-03 10:50:00 -0700,Mouse,Gad2-IRES-Cre;Ai14-350674.03.02.02,10.0,nucleus_absent,rustym,SUCCESS,VISp,layer 4,P2S4_171003_052_A01
2017-10-03 10:50:00 -0700,Mouse,Gad2-IRES-Cre;Ai14-350674.03.02.01,1000.0,nucleus_present,rustym,SUCCESS,VISp,layer 2/3,P2S4_171003_051_A01
2017-10-03 10:50:00 -0700,Mouse,Gad2-IRES-Cre;Ai14-350674.03.02.03,1000.0,nucleus_present,rustym,SUCCESS,VISp,layer 4,P2S4_171003_053_A01
2017-10-03 12:23:00 -0700,Mouse,Chrna2-Cre_OE25;Ai14-351070.04.01.01,300.0,nucleus_present,dijonh,SUCCESS,VISp,layer 5,PBS4_171003_504_A01
2017-10-03 13:13:00 -0700,Mouse,Oxtr-T2A-Cre;Ai14-351470.03.01.02,28.0,nucleus_absent,lisak,SUCCESS,VISp,layer 2/3,P9S4_171003_408_A01
2017-10-03 13:13:00 -0700,Mouse,Oxtr-T2A-Cre;Ai14-351470.03.01.01,2000.0,nucleus_present,lisak,SUCCESS,VISp,layer 2/3,P9S4_171003_407_A01
2017-10-03 13:13:00 -0700,Mouse,Oxtr-T2A-Cre;Ai14-351470.03.01.03,33.0,nucleus_absent,lisak,SUCCESS,VISp,layer 4,P9S4_171003_409_A01
2017-10-03 13:20:00 -0700,Mouse,Oxtr-T2A-Cre;Ai14-351470.04.02.01,25.0,nucleus_absent,lindsayn,SUCCESS,VISp,layer 5,P8S4_171003_354_A01
2017-10-03 13:20:00 -0700,Mouse,Oxtr-T2A-Cre;Ai14-351470.04.02.02,31.0,nucleus_absent,lindsayn,SUCCESS,VISp,layer 2/3,P8S4_171003_355_A01
2017-10-03 14:01:00 -0700,Mouse,Oxtr-T2A-Cre;Ai14-351470.04.01.03,1000.0,nucleus_present,rustym,SUCCESS,VISp,layer 5,P2S4_171003_057_A01
2017-10-03 14:01:00 -0700,Mouse,Oxtr-T2A-Cre;Ai14-351470.04.01.02,20.0,nucleus_absent,rustym,SUCCESS,VISp,layer 6a,P2S4_171003_056_A01
2017-10-03 14:01:00 -0700,Mouse,Oxtr-T2A-Cre;Ai14-351470.04.01.01,1000.0,nucleus_present,rustym,SUCCESS,VISp,layer 5,P2S4_171003_055_A01
2017-10-03 14:20:00 -0700,Mouse,Nr5a1-Cre;Ai14-350880.04.01.02,3000.0,nucleus_present,lisak,SUCCESS,VISp,layer 4,P9S4_171003_411_A01
2017-10-03 14:20:00 -0700,Mouse,Nr5a1-Cre;Ai14-350880.04.01.01,3.8,nucleus_absent,lisak,SUCCESS,VISp,layer 4,P9S4_171003_410_A01
2017-10-03 14:29:00 -0700,Mouse,Oxtr-T2A-Cre;Ai14-351470.06.01.01,1500.0,nucleus_present,ramr,SUCCESS,VISp,layer 2/3,PAS4_171003_452_A01
2017-10-03 14:35:00 -0700,Mouse,Nr5a1-Cre;Ai14-350880.05.02.01,25.0,nucleus_absent,lindsayn,SUCCESS,VISp,layer 4,P8S4_171003_356_A01
2017-10-03 15:09:00 -0700,Mouse,Oxtr-T2A-Cre;Ai14-351470.05.02.01,4.6,nucleus_absent,lisak,SUCCESS,VISp,layer 2/3,P9S4_171003_412_A01
2017-10-03 15:15:00 -0700,Mouse,Nr5a1-Cre;Ai14-350880.04.02.03,10.0,nucleus_absent,rustym,SUCCESS,VISp,layer 4,P2S4_171003_060_A01
2017-10-03 15:15:00 -0700,Mouse,Nr5a1-Cre;Ai14-350880.04.02.02,1000.0,nucleus_present,rustym,SUCCESS,VISp,layer 4,P2S4_171003_059_A01
2017-10-03 15:15:00 -0700,Mouse,Nr5a1-Cre;Ai14-350880.04.02.01,1000.0,nucleus_present,rustym,SUCCESS,VISp,layer 4,P2S4_171003_058_A01
2017-10-03 15:27:00 -0700,Mouse,Oxtr-T2A-Cre;Ai14-351470.05.01.01,1700.0,nucleus_present,lindsayn,SUCCESS,VISp,layer 5,P8S4_171003_357_A01
2017-10-03 15:47:00 -0700,Mouse,Nr5a1-Cre;Ai14-350880.03.01.02,300.0,nucleus_present,dijonh,SUCCESS,VISp,layer 4,PBS4_171003_506_A01
2017-10-03 15:47:00 -0700,Mouse,Nr5a1-Cre;Ai14-350880.03.01.01,500.0,nucleus_present,dijonh,SUCCESS,VISp,layer 4,PBS4_171003_505_A01
2017-10-03 16:45:00 -0700,Mouse,Nr5a1-Cre;Ai14-350880.03.02.02,1000.0,nucleus_present,rustym,SUCCESS,VISp,layer 4,P2S4_171003_062_A01
2017-10-03 16:45:00 -0700,Mouse,Nr5a1-Cre;Ai14-350880.03.02.01,1000.0,nucleus_present,rustym,SUCCESS,VISp,layer 4,P2S4_171003_061_A01
2017-10-04 09:33:00 -0700,Mouse,Oxtr-T2A-Cre;Ai14-351471.03.01.01,2000.0,nucleus_present,lisak,SUCCESS,VISp,layer 2/3,P9S4_171004_401_A01
2017-10-04 09:33:00 -0700,Mouse,Oxtr-T2A-Cre;Ai14-351471.03.01.02,5.4,nucleus_absent,lisak,SUCCESS,VISp,layer 4,P9S4_171004_402_A01
2017-10-04 09:33:00 -0700,Mouse,Oxtr-T2A-Cre;Ai14-351471.03.01.03,2000.0,nucleus_present,lisak,SUCCESS,VISp,layer 2/3,P9S4_171004_403_A01
2017-10-04 09:38:00 -0700,Mouse,Oxtr-T2A-Cre;Ai14-351471.03.02.02,1000.0,nucleus_present,rustym,SUCCESS,VISp,layer 2/3,P2S4_171004_052_A01
2017-10-04 09:38:00 -0700,Mouse,Oxtr-T2A-Cre;Ai14-351471.03.02.04,10.0,nucleus_absent,rustym,SUCCESS,VISp,layer 2/3,P2S4_171004_054_A01
2017-10-04 09:38:00 -0700,Mouse,Oxtr-T2A-Cre;Ai14-351471.03.02.03,10.0,nucleus_absent,rustym,SUCCESS,VISp,layer 2/3,P2S4_171004_053_A01
2017-10-04 09:38:00 -0700,Mouse,Oxtr-T2A-Cre;Ai14-351471.03.02.01,10.0,entire_cell,rustym,SUCCESS,VISp,layer 4,P2S4_171004_051_A01
2017-10-04 09:47:00 -0700,Mouse,Oxtr-T2A-Cre;Ai14-351471.04.02.03,3000.0,nucleus_present,lindsayn,SUCCESS,VISp,layer 2/3,P8S4_171004_353_A01
2017-10-04 09:47:00 -0700,Mouse,Oxtr-T2A-Cre;Ai14-351471.04.02.02,1500.0,nucleus_present,lindsayn,SUCCESS,VISp,layer 5,P8S4_171004_352_A01
2017-10-04 09:47:00 -0700,Mouse,Oxtr-T2A-Cre;Ai14-351471.04.02.01,2000.0,nucleus_present,lindsayn,SUCCESS,VISp,layer 4,P8S4_171004_351_A01
2017-10-04 09:49:00 -0700,Mouse,Oxtr-T2A-Cre;Ai14-351471.06.02.01,30.0,nucleus_present,ramr,SUCCESS,VISp,layer 2/3,PAS4_171004_451_A01
2017-10-04 10:11:00 -0700,Mouse,Oxtr-T2A-Cre;Ai14-351471.04.01.01,50.0,nucleus_present,dijonh,SUCCESS,VISp,layer 2/3,PBS4_171004_501_A01
2017-10-04 10:41:00 -0700,Mouse,Oxtr-T2A-Cre;Ai14-351471.05.01.03,2500.0,nucleus_present,lisak,SUCCESS,VISp,layer 6b,P9S4_171004_406_A01
2017-10-04 10:41:00 -0700,Mouse,Oxtr-T2A-Cre;Ai14-351471.05.01.02,1800.0,nucleus_present,lisak,SUCCESS,VISp,layer 2/3,P9S4_171004_405_A01
2017-10-04 10:41:00 -0700,Mouse,Oxtr-T2A-Cre;Ai14-351471.05.01.01,2000.0,nucleus_present,lisak,SUCCESS,VISp,layer 6a,P9S4_171004_404_A01
2017-10-04 11:12:00 -0700,Mouse,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-350938.04.02.01,10.0,nucleus_absent,rustym,SUCCESS,VISp,layer 6a,P2S4_171004_055_A01
2017-10-04 11:14:00 -0700,Mouse,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-350938.05.02.01,2000.0,nucleus_present,lindsayn,SUCCESS,VISp,layer 5,P8S4_171004_354_A01
2017-10-04 11:32:00 -0700,Mouse,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-350938.05.01.01,3000.0,nucleus_present,ramr,SUCCESS,VISp,layer 5,PAS4_171004_452_A01
2017-10-04 13:21:00 -0700,Mouse,Nr5a1-Cre;Ai14-350881.05.01.01,1700.0,nucleus_present,lisak,SUCCESS,VISp,layer 4,P9S4_171004_407_A01
2017-10-04 13:21:00 -0700,Mouse,Nr5a1-Cre;Ai14-350881.05.01.02,250.0,nucleus_absent,lisak,SUCCESS,VISp,layer 4,P9S4_171004_408_A01
2017-10-04 13:22:00 -0700,Mouse,Nr5a1-Cre;Ai14-350881.03.01.01,100.0,nucleus_absent,dijonh,SUCCESS,VISp,layer 4,PBS4_171004_502_A01
2017-10-04 13:22:00 -0700,Mouse,Nr5a1-Cre;Ai14-350881.04.02.02,150.0,nucleus_absent,lindsayn,SUCCESS,VISp,layer 4,P8S4_171004_356_A01
2017-10-04 13:22:00 -0700,Mouse,Nr5a1-Cre;Ai14-350881.04.02.01,150.0,nucleus_absent,lindsayn,SUCCESS,VISp,layer 4,P8S4_171004_355_A01
2017-10-04 14:04:00 -0700,Mouse,Nr5a1-Cre;Ai14-350881.04.01.03,1000.0,nucleus_present,rustym,SUCCESS,VISp,layer 4,P2S4_171004_058_A01
2017-10-04 14:04:00 -0700,Mouse,Nr5a1-Cre;Ai14-350881.04.01.02,10.0,nucleus_absent,rustym,SUCCESS,VISp,layer 4,P2S4_171004_057_A01
2017-10-04 14:04:00 -0700,Mouse,Nr5a1-Cre;Ai14-350881.04.01.01,1000.0,nucleus_present,rustym,SUCCESS,VISp,layer 4,P2S4_171004_056_A01
2017-10-04 14:05:00 -0700,Mouse,Nr5a1-Cre;Ai14-350881.06.01.01,250.0,nucleus_present,ramr,SUCCESS,VISp,layer 2/3,PAS4_171004_453_A01
2017-10-04 14:20:00 -0700,Mouse,Gad2-IRES-Cre;Ai14-350675.03.01.01,70.0,nucleus_present,dijonh,SUCCESS,VISp,layer 4,PBS4_171004_503_A01
2017-10-04 14:27:00 -0700,Mouse,Gad2-IRES-Cre;Ai14-350675.04.01.02,822.0,nucleus_present,lisak,SUCCESS,VISp,layer 4,P9S4_171004_410_A01
2017-10-04 14:27:00 -0700,Mouse,Gad2-IRES-Cre;Ai14-350675.04.01.03,11.0,nucleus_absent,lisak,SUCCESS,VISp,layer 6a,P9S4_171004_411_A01
2017-10-04 14:27:00 -0700,Mouse,Gad2-IRES-Cre;Ai14-350675.04.01.01,1000.0,nucleus_present,lisak,SUCCESS,VISp,layer 2/3,P9S4_171004_409_A01
2017-10-04 14:35:00 -0700,Mouse,Gad2-IRES-Cre;Ai14-350675.05.01.03,1100.0,nucleus_present,lindsayn,SUCCESS,VISp,layer 5,P8S4_171004_359_A01
2017-10-04 14:35:00 -0700,Mouse,Gad2-IRES-Cre;Ai14-350675.05.01.02,1500.0,nucleus_present,lindsayn,SUCCESS,VISp,layer 5,P8S4_171004_358_A01
2017-10-04 14:35:00 -0700,Mouse,Gad2-IRES-Cre;Ai14-350675.05.01.01,3000.0,nucleus_present,lindsayn,SUCCESS,VISp,layer 4,P8S4_171004_357_A01
2017-10-04 15:44:00 -0700,Mouse,Oxtr-T2A-Cre;Ai14-351471.05.02.01,1000.0,nucleus_present,dijonh,SUCCESS,VISp,layer 4,PBS4_171004_504_A01
2017-10-05 09:57:00 -0700,Mouse,Gad2-IRES-Cre;Ai14-350676.04.01.02,4.6,nucleus_absent,lisak,SUCCESS,VISp,layer 5,P9S4_171005_402_A01
2017-10-05 09:57:00 -0700,Mouse,Gad2-IRES-Cre;Ai14-350676.04.01.01,1800.0,nucleus_present,lisak,SUCCESS,VISp,layer 2/3,P9S4_171005_401_A01
2017-10-05 09:58:00 -0700,Mouse,Gad2-IRES-Cre;Ai14-350676.04.02.01,700.0,nucleus_absent,lindsayn,SUCCESS,VISp,layer 4,P8S4_171005_351_A01
2017-10-05 10:51:00 -0700,Mouse,Gad2-IRES-Cre;Ai14-350676.06.01.01,26.0,nucleus_absent,ramr,SUCCESS,VISp,layer 4,PAS4_171005_451_A01
2017-10-05 11:19:00 -0700,Mouse,Nr5a1-Cre;Ai14-351257.03.02.01,150.0,nucleus_present,rustym,SUCCESS,VISp,layer 4,P2S4_171005_051_A01
2017-10-05 11:19:00 -0700,Mouse,Nr5a1-Cre;Ai14-351257.03.02.02,150.0,nucleus_present,rustym,SUCCESS,VISp,layer 4,P2S4_171005_052_A01
2017-10-05 11:20:00 -0700,Mouse,Gad2-IRES-Cre;Ai14-350676.03.02.02,150.0,nucleus_present,lindsayn,SUCCESS,VISp,layer 5,P8S4_171005_353_A01
2017-10-05 11:20:00 -0700,Mouse,Gad2-IRES-Cre;Ai14-350676.03.02.01,1200.0,nucleus_present,lindsayn,SUCCESS,VISp,layer 2/3,P8S4_171005_352_A01
2017-10-05 12:52:00 -0700,Mouse,Nr5a1-Cre;Ai14-351257.02.01.02,300.0,nucleus_present,dijonh,SUCCESS,VISp,layer 4,PBS4_171005_502_A01
2017-10-05 12:52:00 -0700,Mouse,Nr5a1-Cre;Ai14-351257.02.01.01,300.0,nucleus_present,dijonh,SUCCESS,VISp,layer 4,PBS4_171005_501_A01
2017-10-05 13:49:00 -0700,Mouse,Oxtr-T2A-Cre;Ai14-351472.05.02.01,2000.0,nucleus_present,ramr,SUCCESS,VISp,layer 2/3,PAS4_171005_452_A01
2017-10-05 13:52:00 -0700,Mouse,Oxtr-T2A-Cre;Ai14-351472.04.02.01,100.0,entire_cell,rustym,SUCCESS,VISp,layer 2/3,P2S4_171005_053_A01
2017-10-05 13:52:00 -0700,Mouse,Oxtr-T2A-Cre;Ai14-351472.04.02.03,50.0,nucleus_absent,rustym,SUCCESS,VISp,layer 5,P2S4_171005_055_A01
2017-10-05 13:52:00 -0700,Mouse,Oxtr-T2A-Cre;Ai14-351472.04.02.02,1000.0,nucleus_present,rustym,SUCCESS,VISp,layer 2/3,P2S4_171005_054_A01
2017-10-05 14:26:00 -0700,Mouse,Nr5a1-Cre;Ai14-351257.04.02.02,100.0,nucleus_absent,dijonh,SUCCESS,VISp,layer 4,PBS4_171005_504_A01
2017-10-05 14:26:00 -0700,Mouse,Nr5a1-Cre;Ai14-351257.04.02.03,200.0,nucleus_absent,dijonh,SUCCESS,VISp,layer 4,PBS4_171005_505_A01
2017-10-05 14:26:00 -0700,Mouse,Nr5a1-Cre;Ai14-351257.04.02.01,100.0,nucleus_absent,dijonh,SUCCESS,VISp,layer 4,PBS4_171005_503_A01
2017-10-05 14:40:00 -0700,Mouse,Oxtr-T2A-Cre;Ai14-351472.05.01.01,4.0,nucleus_present,ramr,SUCCESS,VISp,layer 2/3,PAS4_171005_453_A01
2017-10-05 15:15:00 -0700,Mouse,Oxtr-T2A-Cre;Ai14-351472.04.01.01,5.0,entire_cell,lisak,SUCCESS,VISp,layer 2/3,P9S4_171005_403_A01
2017-10-05 15:15:00 -0700,Mouse,Oxtr-T2A-Cre;Ai14-351472.04.01.02,980.0,nucleus_present,lisak,SUCCESS,VISp,layer 1,P9S4_171005_404_A01
2017-10-06 09:35:00 -0700,Mouse,Oxtr-T2A-Cre;Ai14-351473.02.01.01,16.4,nucleus_absent,lisak,SUCCESS,VISp,layer 2/3,P9S4_171006_401_A01
2017-10-06 09:36:00 -0700,Mouse,Oxtr-T2A-Cre;Ai14-351473.04.02.02,1500.0,nucleus_absent,lindsayn,SUCCESS,VISp,layer 2/3,P8S4_171006_352_A01
2017-10-06 09:36:00 -0700,Mouse,Oxtr-T2A-Cre;Ai14-351473.04.02.01,1000.0,nucleus_absent,lindsayn,SUCCESS,VISp,layer 4,P8S4_171006_351_A01
2017-10-06 10:00:00 -0700,Mouse,Oxtr-T2A-Cre;Ai14-351473.03.01.02,1000.0,nucleus_present,dijonh,SUCCESS,VISp,layer 4,PBS4_171006_502_A01
2017-10-06 10:00:00 -0700,Mouse,Oxtr-T2A-Cre;Ai14-351473.03.01.01,1000.0,nucleus_present,dijonh,SUCCESS,VISp,layer 4,PBS4_171006_501_A01
2017-10-06 10:11:00 -0700,Mouse,Oxtr-T2A-Cre;Ai14-351473.05.02.01,20.0,nucleus_absent,ramr,SUCCESS,VISp,layer 4,PAS4_171006_451_A01
2017-10-06 10:11:00 -0700,Mouse,Oxtr-T2A-Cre;Ai14-351473.05.02.02,3000.0,nucleus_present,ramr,SUCCESS,VISp,layer 2/3,PAS4_171006_452_A01
2017-10-06 10:45:00 -0700,Mouse,Chrna2-Cre_OE25;Ai14-351080.04.02.01,3000.0,nucleus_absent,lindsayn,SUCCESS,VISp,layer 4,P8S4_171006_353_A01
2017-10-06 10:45:00 -0700,Mouse,Chrna2-Cre_OE25;Ai14-351080.04.02.02,200.0,nucleus_absent,lindsayn,SUCCESS,VISp,layer 4,P8S4_171006_354_A01
2017-10-06 11:30:00 -0700,Mouse,Oxtr-T2A-Cre;Ai14-351473.04.01.01,400.0,nucleus_absent,dijonh,SUCCESS,VISp,layer 4,PBS4_171006_503_A01
2017-10-06 12:58:00 -0700,Mouse,Chrna2-Cre_OE25;Ai14-351080.05.02.01,4.6,nucleus_absent,ramr,SUCCESS,VISp,layer 4,PAS4_171006_453_A01
2017-10-06 13:08:00 -0700,Mouse,Gad2-IRES-Cre;Ai14-351990.04.02.02,2000.0,nucleus_present,lindsayn,SUCCESS,VISp,layer 2/3,P8S4_171006_356_A01
2017-10-06 13:08:00 -0700,Mouse,Gad2-IRES-Cre;Ai14-351990.04.02.03,200.0,nucleus_absent,lindsayn,SUCCESS,VISp,layer 2/3,P8S4_171006_357_A01
2017-10-06 13:08:00 -0700,Mouse,Gad2-IRES-Cre;Ai14-351990.04.02.01,200.0,nucleus_present,lindsayn,SUCCESS,VISp,layer 2/3,P8S4_171006_355_A01
2017-10-06 13:42:00 -0700,Mouse,Chrna2-Cre_OE25;Ai14-351080.03.01.01,200.0,nucleus_absent,dijonh,SUCCESS,VISp,layer 5,PBS4_171006_504_A01
2017-10-06 13:42:00 -0700,Mouse,Chrna2-Cre_OE25;Ai14-351080.03.01.02,50.0,nucleus_absent,dijonh,SUCCESS,VISp,layer 5,PBS4_171006_505_A01
2017-10-06 14:49:00 -0700,Mouse,Gad2-IRES-Cre;Ai14-351990.04.01.01,100.0,nucleus_present,dijonh,SUCCESS,VISp,layer 5,PBS4_171006_506_A01
2017-10-06 14:49:00 -0700,Mouse,Gad2-IRES-Cre;Ai14-351990.04.01.02,50.0,nucleus_present,dijonh,SUCCESS,VISp,layer 5,PBS4_171006_507_A01
2017-10-06 15:02:00 -0700,Mouse,Gad2-IRES-Cre;Ai14-351990.03.02.01,200.0,nucleus_present,lindsayn,SUCCESS,VISp,layer 4,P8S4_171006_358_A01
2017-10-06 16:33:00 -0700,Mouse,Gad2-IRES-Cre;Ai14-351990.03.01.01,800.0,nucleus_absent,dijonh,SUCCESS,VISp,layer 5,PBS4_171006_508_A01
2017-10-09 10:06:00 -0700,Mouse,Ndnf-IRES2-dgCre;Ai14-353735.04.01.01,600.0,nucleus_absent,dijonh,SUCCESS,VISp,layer 2/3,PBS4_171009_501_A01
2017-10-09 10:41:00 -0700,Mouse,Ndnf-IRES2-dgCre;Ai14-353735.04.02.02,1000.0,nucleus_absent,lindsayn,SUCCESS,VISp,layer 1,P8S4_171009_352_A01
2017-10-09 10:41:00 -0700,Mouse,Ndnf-IRES2-dgCre;Ai14-353735.04.02.01,1000.0,nucleus_absent,lindsayn,SUCCESS,VISp,layer 1,P8S4_171009_351_A01
2017-10-09 11:05:00 -0700,Mouse,Ndnf-IRES2-dgCre;Ai14-353735.05.01.01,30.0,nucleus_absent,ramr,SUCCESS,VISp,layer 1,PAS4_171009_451_A01
2017-10-09 11:41:00 -0700,Mouse,Ndnf-IRES2-dgCre;Ai14-353735.03.02.01,1000.0,nucleus_present,dijonh,SUCCESS,VISp,layer 1,PBS4_171009_502_A01
2017-10-09 12:54:00 -0700,Mouse,Gad2-IRES-Cre;Ai14-352686.05.02.02,2000.0,nucleus_present,lindsayn,SUCCESS,VISp,layer 1,P8S4_171009_354_A01
2017-10-09 12:54:00 -0700,Mouse,Gad2-IRES-Cre;Ai14-352686.05.02.01,100.0,nucleus_present,lindsayn,SUCCESS,VISp,layer 5,P8S4_171009_353_A01
2017-10-09 13:26:00 -0700,Mouse,Gad2-IRES-Cre;Ai14-352686.05.01.01,2000.0,nucleus_present,ramr,SUCCESS,VISp,layer 2/3,PAS4_171009_452_A01
2017-10-09 13:41:00 -0700,Mouse,Gad2-IRES-Cre;Ai14-352686.03.02.01,1000.0,nucleus_present,dijonh,SUCCESS,VISp,layer 1,PBS4_171009_503_A01
2017-10-09 13:41:00 -0700,Mouse,Gad2-IRES-Cre;Ai14-352686.03.02.02,1000.0,nucleus_present,dijonh,SUCCESS,VISp,layer 1,PBS4_171009_504_A01
2017-10-09 13:56:00 -0700,Mouse,Gad2-IRES-Cre;Ai14-352686.04.02.01,1000.0,nucleus_absent,lindsayn,SUCCESS,VISp,layer 5,P8S4_171009_355_A01
